"","NMFS_DNA_ID","BOX_ID","BOX_POSITION","SAMPLE_ID","Pop","LENGTH","gender","COLLECTION_DATE","ESTIMATED_DATE","PICKER","PICK_DATE","TRIB_1","TRIB_2","WATER_NAME","REACH_SITE","HATCHERY","LOCATION_COMMENTS_F","Sample_ID","R04944","R04944.1","Omy_AldA","Omy_AldA.1","SexID","SexID.1","SH95489.423","SH95489.423.1","SH100771.63","SH100771.63.1","SH102510.682","SH102510.682.1","SH105115.367","SH105115.367.1","SH108735.311","SH108735.311.1","SH110201.359","SH110201.359.1","SH113128.73","SH113128.73.1","SH117286.374","SH117286.374.1","SH119892.365","SH119892.365.1","SH127645.308","SH127645.308.1","OMGH1PROM1.SNP1","OMGH1PROM1.SNP1.1","Omy_arp.630","Omy_arp.630.1","SH96222.125","SH96222.125.1","SH100974.386","SH100974.386.1","SH102867.443","SH102867.443.1","SH105385.406","SH105385.406.1","SH109243.222","SH109243.222.1","SH110362.585","SH110362.585.1","SH114315.438","SH114315.438.1","SH117370.400","SH117370.400.1","SH120255.332","SH120255.332.1","SH128851.273","SH128851.273.1","Omy_aspAT.123","Omy_aspAT.123.1","Omy_g12.82","Omy_g12.82.1","SH97077.73","SH97077.73.1","SH101554.306","SH101554.306.1","SH103350.395","SH103350.395.1","SH105386.347","SH105386.347.1","SH109525.403","SH109525.403.1","SH110689.148","SH110689.148.1","SH114448.87","SH114448.87.1","SH117540.259","SH117540.259.1","SH120950.569","SH120950.569.1","SH128996.481","SH128996.481.1","Omy_COX1.221","Omy_COX1.221.1","Omy_gh.475","Omy_gh.475.1","SH97954.618","SH97954.618.1","SH101770.410","SH101770.410.1","SH103577.379","SH103577.379.1","SH105714.265","SH105714.265.1","SH109651.445","SH109651.445.1","SH111666.301","SH111666.301.1","SH114587.480","SH114587.480.1","SH117815.81","SH117815.81.1","SH121006.131","SH121006.131.1","SH129870.756","SH129870.756.1","Omy_nramp.146","Omy_nramp.146.1","Omy_gsdf.291","Omy_gsdf.291.1","SH98188.405","SH98188.405.1","SH101832.195","SH101832.195.1","SH103705.558","SH103705.558.1","SH106172.332","SH106172.332.1","SH109693.461","SH109693.461.1","SH112208.328","SH112208.328.1","SH114976.223","SH114976.223.1","SH118175.396","SH118175.396.1","SH123044.128","SH123044.128.1","SH130524.160","SH130524.160.1","Omy_Ogo4.304","Omy_Ogo4.304.1","Omy_mapK3.103","Omy_mapK3.103.1","SH98409.549","SH98409.549.1","SH101993.189","SH101993.189.1","SH104519.624","SH104519.624.1","SH106313.445","SH106313.445.1","SH109874.148","SH109874.148.1","SH112301.202","SH112301.202.1","SH115987.812","SH115987.812.1","SH118654.91","SH118654.91.1","SH125998.61","SH125998.61.1","SH130720.100","SH130720.100.1","OMY_PEPA.INT6","OMY_PEPA.INT6.1","Omy_mcsf.371","Omy_mcsf.371.1","SH98683.165","SH98683.165.1","SH102420.634","SH102420.634.1","SH105075.162","SH105075.162.1","SH107074.217","SH107074.217.1","SH110064.419","SH110064.419.1","SH112820.82","SH112820.82.1","SH116733.349","SH116733.349.1","SH118938.341","SH118938.341.1","SH127236.583","SH127236.583.1","SH131460.646","SH131460.646.1","ONMYCRBF_1.SNP1","ONMYCRBF_1.SNP1.1","SH95318.147","SH95318.147.1","SH99300.202","SH99300.202.1","SH102505.102","SH102505.102.1","SH105105.448","SH105105.448.1","SH107285.69","SH107285.69.1","SH110078.294","SH110078.294.1","SH113109.205","SH113109.205.1","SH117259.96","SH117259.96.1","SH119108.357","SH119108.357.1","SH127510.920","SH127510.920.1","SH131965.120","SH131965.120.1"
"22","M073988","M747","3G","IC051914NFMF001","NFMF",152,12,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073988_M747_3G",4,4,3,3,6,6,1,1,4,4,2,2,2,2,1,3,1,1,2,3,1,1,2,2,4,4,1,4,3,3,1,1,3,1,1,1,3,3,3,4,2,2,2,1,4,4,4,4,1,1,3,3,2,4,4,4,3,1,3,3,3,3,4,4,4,4,1,1,1,1,2,2,2,2,4,4,4,2,1,1,3,3,1,1,3,3,3,3,4,4,2,1,3,3,2,2,1,3,3,3,3,1,3,3,4,4,3,3,2,1,4,4,3,1,1,1,1,1,3,3,3,3,1,1,4,4,4,4,1,1,3,1,2,1,4,4,1,1,1,3,4,4,2,2,1,3,3,1,4,2,4,4,2,2,2,2,2,2,1,1,4,4,1,3,1,4,3,3,3,3,1,3,1,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,3,3,1,3,1,1
"23","M073989","M747","3H","IC051914NFMF003","NFMF",203,12,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073989_M747_3H",4,4,3,3,6,6,3,1,4,1,2,1,2,2,1,3,2,2,3,3,1,1,2,1,1,4,1,1,1,3,1,1,3,1,2,2,3,3,3,3,4,4,1,1,2,2,1,4,4,4,3,1,2,2,4,4,3,1,3,3,3,3,2,4,3,4,1,1,1,1,2,1,1,1,4,1,4,2,1,1,3,1,4,1,1,1,3,3,4,4,1,1,3,3,2,2,1,3,3,3,3,3,3,3,3,4,3,3,2,2,4,1,3,3,1,1,4,1,1,1,3,3,1,1,1,1,4,4,1,1,1,1,1,1,4,4,1,1,3,3,2,2,2,1,3,3,3,3,4,4,3,4,1,1,2,1,2,2,1,1,4,4,1,3,1,1,3,3,1,3,3,3,1,3,4,4,4,4,3,3,2,3,2,4,2,2,3,3,1,1,3,3,3,3
"24","M073990","M747","4A","IC051914NFMF005","NFMF",152,13,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073990_M747_4A",2,4,3,4,7,6,1,1,4,4,2,2,2,3,1,3,2,1,3,3,1,1,2,2,4,4,1,1,3,3,1,1,3,3,2,1,3,1,3,3,4,2,1,1,4,4,4,4,1,1,0,0,2,4,4,1,1,1,3,4,3,3,2,4,3,4,1,3,1,1,2,2,2,2,4,4,2,2,1,1,3,1,1,1,1,3,3,3,4,1,1,1,3,3,2,1,1,1,1,3,3,3,3,3,3,4,3,3,2,1,4,1,3,1,1,1,1,1,1,3,2,2,1,1,1,1,2,4,1,1,3,1,1,1,4,4,1,1,1,3,2,2,2,2,1,1,3,1,4,2,4,4,1,1,2,2,2,2,1,1,4,2,3,3,1,1,2,2,1,3,1,3,3,3,4,1,2,2,1,3,3,3,2,4,2,2,3,3,3,1,1,3,3,3
"25","M073991","M747","4B","IC051914NFMF004","NFMF",229,13,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073991_M747_4B",4,4,3,3,7,6,1,1,4,4,2,1,2,2,1,1,2,1,3,3,1,1,2,2,4,4,4,4,1,1,1,1,3,1,2,1,1,1,3,4,2,2,2,2,2,2,4,4,4,4,1,1,4,4,4,4,1,1,3,3,3,3,2,2,3,4,1,1,1,1,2,2,2,1,1,1,2,2,1,1,3,3,1,1,1,3,3,3,4,1,2,2,1,3,2,2,3,3,3,3,3,1,3,3,3,4,3,3,2,2,4,1,3,1,1,1,1,1,1,3,2,2,3,1,1,1,2,4,1,4,3,3,2,2,4,4,2,1,1,3,2,4,2,1,1,3,3,1,4,4,3,4,1,1,2,2,2,2,2,1,4,4,3,3,1,1,2,3,1,1,3,3,1,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,3,1,3,1,1
"26","M073992","M747","4C","JW051914NFMF001","NFMF",203,13,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073992_M747_4C",4,4,3,4,7,6,3,3,4,4,2,1,2,2,3,3,1,1,3,3,1,1,2,2,4,4,1,1,3,3,1,1,3,3,2,2,3,3,3,3,2,2,1,1,4,4,1,4,4,1,0,0,2,4,4,1,3,1,3,4,3,3,4,4,3,4,1,1,1,1,2,2,1,1,4,4,2,2,1,1,3,3,1,1,3,3,3,3,4,1,2,1,3,3,2,2,1,3,3,3,3,1,3,3,3,3,3,3,2,2,4,1,1,1,1,1,1,1,3,3,2,2,1,1,4,4,4,4,1,1,1,1,2,1,4,4,2,1,1,3,2,4,2,2,1,1,3,3,4,4,3,4,2,2,2,1,2,2,1,1,4,2,1,1,1,1,2,3,1,1,1,3,1,3,4,4,4,4,3,3,2,3,4,4,2,2,3,1,3,3,1,3,3,3
"27","M073993","M747","4D","JW051914NFMF002","NFMF",178,12,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073993_M747_4D",4,4,3,3,6,6,3,1,4,4,2,2,2,2,1,1,1,1,3,3,1,1,2,2,4,4,1,4,1,3,3,1,1,1,2,2,3,1,4,4,2,2,2,2,2,4,4,4,1,1,3,1,4,4,4,4,1,1,3,4,3,3,2,4,3,4,1,1,1,1,2,1,1,1,4,4,4,2,1,1,3,1,1,1,1,3,3,3,4,4,1,1,3,3,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,2,4,1,3,1,1,1,1,1,1,3,2,2,1,1,4,4,2,4,4,4,3,1,2,2,4,4,2,1,3,3,2,2,2,2,1,3,3,1,4,2,3,3,2,2,2,1,2,2,1,1,4,2,3,3,1,4,3,3,1,1,3,3,3,3,4,4,4,4,3,3,3,3,2,4,2,1,3,3,3,3,3,3,1,3
"28","M073994","M747","4E","JW051914NFMF004","NFMF",330,12,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073994_M747_4E",2,4,3,4,6,6,3,1,4,4,2,1,2,2,3,3,2,1,3,3,1,1,2,2,4,4,1,4,3,3,3,1,3,1,1,1,3,3,4,4,4,2,2,1,4,4,4,4,1,1,3,1,2,2,4,4,3,1,3,3,3,3,4,4,4,4,1,1,2,1,2,1,2,1,4,1,4,2,1,1,3,1,1,1,1,3,3,3,1,1,1,1,1,3,2,1,1,3,3,3,3,3,3,3,3,4,3,1,2,2,4,1,3,1,1,1,1,1,1,3,2,3,1,1,4,1,4,4,4,4,3,1,1,1,2,4,1,1,1,3,2,2,2,1,3,3,3,1,4,4,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,1,3,1,3,4,4,2,4,1,3,3,3,4,4,2,2,3,1,3,1,1,1,1,3
"29","M073995","M747","4F","JW051914NFMF003","NFMF",152,12,"5/19/14",NA,"CC","6/22/14","American River","Middle Fork American River","North Fork Middle Fork American River","",NA,"","M073995_M747_4F",2,4,3,3,6,6,3,1,4,4,2,1,2,3,1,3,2,2,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,3,2,1,1,1,4,4,2,2,1,1,2,4,4,4,4,1,3,1,4,4,4,4,1,1,3,3,3,3,4,4,3,4,1,3,2,1,2,2,2,1,1,1,2,2,1,1,3,1,1,1,1,3,3,3,1,1,2,1,3,3,2,1,3,3,1,3,1,1,3,1,3,4,3,3,2,2,4,1,3,1,1,1,1,1,3,3,2,3,3,1,4,4,4,4,1,4,1,1,2,1,4,4,1,1,1,3,2,2,2,2,1,3,1,1,4,2,3,3,2,2,2,2,2,2,2,1,4,4,1,3,1,1,2,2,3,3,1,3,3,3,4,4,4,4,1,1,3,3,2,4,2,2,3,3,3,3,3,3,3,3
"30","M073996","M747","4G","JW05202014CR001","CR",38,12,"5/20/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Cache Rock",NA,"Below Natural Historical Barrier","M073996_M747_4G",4,4,3,3,6,6,3,3,4,1,2,2,2,2,1,1,2,1,3,3,1,4,2,2,4,4,1,1,1,1,3,1,3,1,2,2,3,3,4,4,4,2,2,1,2,4,4,4,4,1,3,3,2,4,4,1,3,1,3,3,3,3,2,4,3,3,1,1,2,1,2,2,2,1,4,4,2,2,1,3,3,1,4,1,3,3,1,1,4,4,1,1,3,3,2,2,1,3,3,3,3,1,3,3,3,3,1,1,2,2,4,4,3,1,1,1,1,1,1,3,3,3,1,1,4,4,4,4,4,4,3,1,2,1,4,4,2,1,3,3,2,4,2,2,1,3,3,3,4,4,4,4,2,1,2,2,2,2,2,1,4,2,1,1,1,1,2,3,1,1,1,3,1,1,1,1,4,4,3,3,2,2,2,2,2,1,3,1,3,1,1,3,3,3
"31","M073997","M747","4H","IC052014CR001","CR",318,13,"5/20/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Cache Rock",NA,"Below Natural Historical Barrier","M073997_M747_4H",2,4,3,3,7,6,1,1,4,4,2,1,2,2,1,1,1,1,3,3,1,1,2,2,4,4,1,4,1,1,3,3,3,3,1,1,3,3,4,4,2,2,1,1,4,4,1,4,4,1,1,1,2,4,4,4,1,1,3,4,3,3,4,4,3,4,1,3,1,1,2,1,2,2,4,4,2,2,1,1,3,1,1,1,3,3,0,0,4,1,2,1,3,3,2,2,1,1,3,3,3,1,3,3,3,3,3,3,2,2,1,1,3,1,1,1,4,1,3,3,2,3,3,3,4,4,2,4,1,1,1,1,2,1,4,4,1,1,3,3,2,4,2,2,1,3,3,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,3,3,1,1,3,3,1,1,3,3,1,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,1,1,3,3,3
"32","M073998","M747","5A","JW052014CR002","CR",178,12,"5/20/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Cache Rock",NA,"Below Natural Historical Barrier","M073998_M747_5A",2,4,3,3,6,6,3,3,4,4,2,2,2,2,1,3,2,2,2,3,1,1,2,2,4,4,1,4,3,3,3,1,3,1,2,1,1,1,3,3,4,4,2,1,2,2,1,4,1,1,0,0,2,2,4,4,1,1,3,4,3,4,2,2,3,3,1,3,1,1,2,2,2,2,4,1,2,2,1,1,3,3,1,1,3,3,1,3,4,1,2,1,3,3,2,1,1,1,3,3,3,1,3,3,3,4,3,3,2,2,4,4,1,1,1,1,1,1,3,3,2,3,3,1,4,1,4,4,1,4,1,1,1,1,4,4,1,1,1,3,2,2,2,2,1,1,3,1,4,4,0,0,2,2,2,2,2,2,1,1,4,2,1,1,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,1,3,3,1,3,1,3
"33","M073999","M747","5B","SZ052014CR001","CR",203,12,"5/20/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Cache Rock",NA,"Below Natural Historical Barrier","M073999_M747_5B",2,4,3,3,6,6,3,1,4,4,2,1,2,2,3,3,2,2,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,2,3,3,3,4,4,2,1,1,2,4,4,4,4,1,3,3,2,4,4,4,3,1,3,4,3,3,2,4,3,4,1,3,1,1,2,2,2,2,4,4,2,2,1,1,3,1,1,1,1,3,1,3,4,1,1,1,1,3,2,1,3,3,1,3,1,1,3,3,3,4,3,1,2,2,4,1,3,3,1,1,4,1,3,3,2,3,1,1,4,4,4,4,1,1,3,1,1,1,4,4,1,1,3,3,2,2,2,1,1,1,3,1,4,2,3,4,2,1,2,2,2,2,2,1,4,4,1,3,1,1,3,3,1,3,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,3,1,3,3,3
"34","M074000","M747","5C","DS052114FB003","FB",229,13,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Fords Bar",NA,"","M074000_M747_5C",2,4,3,3,7,6,3,1,4,4,2,1,2,2,1,3,1,1,3,3,1,1,2,2,4,4,1,4,3,3,1,1,3,1,2,1,3,3,3,4,4,2,1,1,2,2,4,4,1,1,3,3,4,4,4,1,3,1,3,4,3,3,4,4,3,4,1,3,2,1,2,2,2,1,4,4,4,2,1,3,3,1,1,1,1,3,3,3,4,4,2,1,3,3,2,1,3,3,1,3,3,1,3,1,4,4,3,3,2,2,4,4,3,1,1,1,1,1,3,3,2,2,1,1,4,4,2,4,1,4,3,1,2,1,4,4,1,1,1,3,2,2,2,2,3,3,3,1,2,2,3,3,1,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,3,3,3,3,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,3,1,3,3,3
"35","M074001","M747","5D","DS052114FB001","FB",343,13,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Fords Bar",NA,"","M074001_M747_5D",2,4,3,3,7,6,3,1,4,1,2,2,2,2,1,3,1,1,2,3,1,1,2,2,4,4,1,4,1,3,3,1,1,1,2,1,1,1,3,4,4,2,1,1,2,4,4,4,1,1,1,1,2,4,4,4,1,1,4,4,3,3,4,4,4,4,1,3,2,1,2,1,2,2,1,1,2,2,1,3,3,1,4,4,1,3,3,3,4,1,1,1,1,3,2,1,1,3,3,3,3,1,3,3,3,4,3,3,2,1,4,4,1,1,1,1,1,1,1,3,2,2,1,1,4,4,4,4,1,4,3,1,1,1,4,4,1,1,1,3,2,2,2,2,1,3,1,1,2,2,3,3,2,2,2,2,2,2,1,1,4,4,1,3,1,1,2,2,1,1,1,1,3,3,4,4,4,4,1,3,2,3,2,2,2,2,3,3,3,3,1,3,1,1
"36","M074002","M747","5E","DS052114FB002","FB",318,12,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Fords Bar",NA,"","M074002_M747_5E",2,4,3,4,6,6,3,1,4,1,2,1,2,2,1,1,1,1,2,3,1,4,2,1,4,4,1,1,3,3,3,1,3,1,2,2,1,1,3,4,2,2,1,1,2,4,4,4,1,1,3,3,2,4,4,1,1,1,3,3,3,3,4,4,4,4,1,3,2,1,2,1,2,2,4,1,2,2,0,0,1,1,1,1,1,3,3,3,1,1,1,1,3,3,2,1,3,3,3,3,3,3,3,1,3,4,3,1,2,1,4,1,3,1,1,1,1,1,3,3,2,3,1,1,4,4,2,4,1,4,1,1,2,1,4,4,1,1,3,3,2,2,2,2,3,3,1,1,4,2,3,4,2,2,2,2,2,2,1,1,2,2,1,3,1,4,3,3,1,3,1,1,1,3,4,1,2,4,3,3,2,2,4,4,2,2,3,1,1,1,1,3,1,1
"37","M074003","M747","5F","DT052114FB001","FB",330,13,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Fords Bar",NA,"","M074003_M747_5F",2,4,3,4,7,6,1,1,4,4,2,2,2,2,1,3,2,2,3,3,1,1,2,1,4,4,1,4,1,1,1,1,3,3,2,2,1,1,3,4,4,2,1,1,2,4,4,4,1,1,1,1,2,2,4,4,3,1,3,3,3,4,4,4,4,4,1,3,2,1,2,2,2,2,4,1,4,2,1,3,3,1,1,1,3,3,3,3,4,1,1,1,1,3,2,1,1,3,3,3,3,3,3,1,3,4,3,3,2,2,4,1,3,3,1,1,1,1,1,3,2,2,3,1,4,1,4,4,1,4,3,1,1,1,2,4,1,1,3,3,2,2,2,2,3,3,1,1,4,2,4,4,1,1,2,1,2,2,1,1,2,2,3,3,1,4,3,3,1,3,1,3,1,3,4,4,2,4,3,3,3,3,4,4,2,2,3,3,3,3,1,3,1,3
"38","M074004","M747","5G","BC052114HB001","HB",356,12,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Horseshoe Bar",NA,"","M074004_M747_5G",4,4,3,3,6,6,1,1,4,4,2,2,2,2,1,3,2,2,2,3,1,1,2,1,1,4,1,4,1,3,3,1,1,1,2,1,3,1,3,3,4,2,2,2,2,2,4,4,1,1,1,1,2,4,4,1,1,1,3,4,3,3,4,4,4,4,1,1,1,1,2,1,2,2,4,4,2,2,0,0,3,3,1,1,1,1,3,3,4,1,1,1,1,3,2,2,3,3,1,3,3,1,3,3,3,4,3,3,2,2,4,4,3,1,1,1,4,1,1,3,2,2,1,1,4,4,4,4,1,1,1,1,2,1,4,4,1,1,1,3,2,2,2,2,3,3,1,1,2,2,3,3,2,1,2,1,2,2,1,1,2,2,1,3,1,4,3,3,1,3,1,3,3,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,3,1,1,1,1
"39","M074005","M747","5H","IC052114HB002","HB",356,12,"5/21/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Horseshoe Bar",NA,"","M074005_M747_5H",2,4,3,4,6,6,3,1,1,1,2,2,2,3,1,3,2,1,3,3,1,1,2,2,4,4,1,1,3,3,1,1,3,3,2,1,3,3,3,3,4,2,2,1,2,2,4,4,1,1,0,0,2,2,4,1,3,1,3,4,3,3,2,4,3,3,1,3,1,1,2,2,2,2,4,4,4,2,1,1,3,1,1,1,1,3,3,3,4,1,2,1,3,3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,2,2,4,1,3,1,1,1,4,1,1,3,2,2,1,1,4,1,4,4,1,1,1,1,2,1,4,4,1,1,1,3,2,2,2,1,1,1,1,1,4,4,3,3,2,1,2,2,2,2,2,1,4,4,3,3,1,4,2,3,1,3,1,3,1,3,4,4,2,4,1,3,2,2,4,4,2,2,3,1,3,3,1,3,1,3
"40","M074006","M747","6A","IC052214OXB002","OXB",305,13,"5/22/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Oxbow",NA,"Below Natural Historical Barrier","M074006_M747_6A",4,4,4,4,7,6,3,3,4,4,2,2,2,2,1,1,1,1,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,2,3,3,3,4,4,2,2,1,2,4,4,4,1,1,1,1,2,4,4,1,3,1,3,4,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,4,4,2,1,3,3,3,4,1,1,3,3,3,4,4,2,1,1,3,2,2,3,3,3,3,3,1,3,1,3,4,3,3,2,2,4,4,3,1,1,1,1,1,1,3,2,3,3,3,4,4,2,4,1,4,1,1,2,1,4,4,1,1,3,3,2,2,2,2,3,3,3,1,4,2,3,3,2,2,2,2,2,2,1,1,4,4,1,1,1,1,3,3,1,3,1,3,1,3,4,1,4,4,1,3,2,3,4,4,2,2,3,1,3,3,3,3,1,3
"41","M074007","M747","6B","IC052214OXB001","OXB",330,12,"5/22/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Oxbow",NA,"Below Natural Historical Barrier","M074007_M747_6B",4,4,4,4,6,6,3,1,4,1,1,1,2,2,3,3,2,1,2,2,1,1,2,2,1,4,1,4,3,3,3,1,3,1,1,1,3,1,3,3,4,2,1,1,2,4,4,4,1,1,3,1,2,2,4,1,3,1,3,3,3,3,4,4,3,4,1,1,1,1,2,1,2,2,4,1,4,2,1,3,3,3,1,1,3,3,3,3,4,4,1,1,1,3,2,2,3,3,3,3,3,1,3,1,3,4,3,3,2,2,4,4,3,3,1,1,1,1,3,3,2,3,3,1,4,4,2,2,1,1,3,1,2,1,4,4,1,1,3,3,4,4,1,1,1,1,1,1,4,4,3,4,2,1,2,2,2,2,1,1,4,4,3,3,1,1,3,3,1,3,1,1,3,3,4,4,4,4,3,3,2,3,2,4,2,2,3,3,3,3,1,3,3,3
"42","M074008","M747","6C","IC052214OXB003","OXB",356,12,"5/22/14",NA,"CC","6/22/14","American River","","Middle Fork American River","Oxbow",NA,"Below Natural Historical Barrier","M074008_M747_6C",4,4,3,3,6,6,1,1,4,4,2,2,2,2,3,3,1,1,3,3,1,1,2,1,4,4,1,4,3,3,1,1,1,1,2,2,1,1,3,4,2,2,1,1,4,4,4,4,1,1,1,1,2,4,4,4,3,1,3,4,3,3,4,4,3,4,1,1,2,1,2,2,2,2,1,1,4,2,1,3,3,3,1,1,1,1,3,3,1,1,1,1,3,3,2,2,1,1,3,3,1,1,3,3,3,3,3,3,2,1,4,4,3,3,1,1,1,1,3,3,2,2,1,1,4,1,4,4,1,4,3,1,1,1,4,4,2,1,1,3,2,2,2,2,1,3,3,1,4,4,4,4,2,1,2,1,2,2,2,2,4,4,1,1,1,4,3,3,1,1,3,3,3,3,4,4,4,4,1,3,3,3,2,4,2,1,3,3,3,1,1,1,3,3
"43","M074009","M747","6D","DO070714SFLC001","SFLC",155,13,"7/7/14",NA,"CC","6/22/14","American River","","South Fork Long Canyon Creek","US of PCWA diversion",NA,"Above Natural Historical Barrier","M074009_M747_6D",4,4,3,3,7,6,1,1,4,4,2,2,2,2,1,3,2,1,3,3,1,1,2,1,4,4,4,4,3,3,1,1,1,1,2,2,1,1,4,4,2,2,1,1,2,2,4,4,1,1,1,1,2,2,4,4,1,1,3,3,3,3,2,4,3,4,1,1,1,1,2,2,1,1,4,1,2,2,1,1,3,1,1,1,1,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,3,1,3,3,3,3,3,1,2,2,4,4,3,1,1,1,1,1,3,3,2,2,1,1,1,1,2,4,1,4,3,1,2,1,4,4,2,1,1,3,2,4,1,1,3,3,1,1,4,4,3,4,2,2,1,1,2,2,2,1,4,2,1,1,1,4,3,3,1,1,3,3,3,3,4,4,4,4,1,1,3,3,2,4,2,2,3,3,3,3,1,3,1,3
"44","M074010","M747","6E","DO070714SFLC002","SFLC",122,12,"7/7/14",NA,"CC","6/22/14","American River","","South Fork Long Canyon Creek","US of PCWA diversion",NA,"Above Natural Historical Barrier","M074010_M747_6E",4,4,3,3,6,6,3,1,4,4,2,1,2,3,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,3,1,1,3,1,2,1,1,1,3,3,2,2,1,1,2,2,4,4,1,1,1,1,4,4,4,4,3,1,3,3,3,3,2,4,4,4,1,1,2,1,2,2,1,1,4,1,2,2,1,1,3,1,1,1,1,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,3,1,3,3,3,3,3,3,2,1,4,4,3,3,2,2,1,1,3,3,3,3,1,1,1,1,4,4,1,4,3,3,2,1,4,4,2,2,1,3,2,4,2,2,3,3,3,1,4,4,4,4,2,2,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,4,2,4,3,3,3,3,2,4,2,2,3,3,3,3,1,3,3,3
"45","M074011","M747","6F","DO070714SFLC003","SFLC",120,12,"7/7/14",NA,"CC","6/22/14","American River","","South Fork Long Canyon Creek","US of PCWA diversion",NA,"Above Natural Historical Barrier","M074011_M747_6F",4,4,3,3,6,6,1,1,4,4,2,1,2,3,1,3,2,2,3,3,1,1,2,1,4,4,1,4,1,3,0,0,3,3,2,2,1,1,4,4,0,0,1,1,2,4,4,4,4,1,1,1,4,4,4,4,1,1,3,3,0,0,4,4,3,4,1,1,0,0,0,0,2,1,4,1,0,0,0,0,1,1,0,0,3,3,3,3,1,1,1,1,1,3,2,2,1,3,1,3,1,1,3,1,3,3,3,3,2,1,4,4,3,1,1,1,1,1,1,3,2,2,3,3,1,1,4,4,4,4,1,1,1,1,4,4,1,1,3,3,2,2,2,2,3,3,3,3,4,2,4,4,2,2,2,1,2,2,1,1,4,4,1,1,1,1,3,3,1,1,1,3,1,3,4,1,4,4,1,3,3,3,2,2,2,2,3,3,3,3,1,3,1,3
"46","M074012","M747","6G","DO070714SFLC004","SFLC",105,13,"7/7/14",NA,"CC","6/22/14","American River","","South Fork Long Canyon Creek","US of PCWA diversion",NA,"Above Natural Historical Barrier","M074012_M747_6G",2,4,3,3,7,6,1,1,4,4,2,2,2,3,1,3,1,1,3,3,1,1,2,1,1,4,1,4,1,3,1,1,3,1,2,2,3,3,3,3,2,2,1,1,2,2,1,4,1,1,1,1,2,4,4,4,3,1,3,4,3,3,4,4,3,4,1,1,0,0,2,2,2,1,4,4,4,2,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,1,1,3,1,3,3,3,3,2,2,4,4,3,1,1,1,1,1,3,3,2,3,1,1,4,1,4,4,4,4,1,1,2,2,4,4,2,1,1,3,2,4,2,2,3,3,3,3,2,2,4,4,2,2,2,2,2,2,1,1,4,4,1,3,4,4,3,3,1,1,3,3,1,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,1,1,1,1,3
